Year,State,District,Awards,Funding
,,Summary for Alabama by Congressional District,,
,,,,
2018,,Summary for Alabama by Congressional District,,
2018,,Congressional District,Awards,Funding
2018,,7,84,"$56,914,136"
2018,,Total,84,"$56,914,136"
2018,,Summary for Alaska by Congressional District,,
2018,,Congressional District,Awards,Funding
2018,,At-Large,1,"$333,265"
2018,,Total,1,"$333,265"
2018,,Summary for Arizona by Congressional District,,
2018,,Congressional District,Awards,Funding
2018,,1,1,"$217,600"
2018,,3,26,"$11,521,009"
2018,,6,2,"$675,500"
2018,,9,11,"$6,059,553"
2018,,Total,40,"$18,473,662"
2018,,Summary for Arkansas by Congressional District,,
2018,,Congressional District,Awards,Funding
2018,,2,14,"$4,280,994"
2018,,Total,14,"$4,280,994"
2018,,Summary for California by Congressional District,,
2018,,Congressional District,Awards,Funding
2018,,2,1,"$711,754"
2018,,3,44,"$19,074,539"
2018,,5,1,"$234,375"
2018,,12,140,"$94,028,524"
2018,,13,46,"$23,168,710"
2018,,14,7,"$4,955,733"
2018,,15,2,"$1,422,608"
2018,,16,5,"$1,324,454"
2018,,17,6,"$2,870,604"
2018,,18,118,"$73,737,118"
2018,,19,4,"$1,940,683"
2018,,20,7,"$2,426,390"
2018,,24,1,"$767,500"
2018,,27,11,"$4,683,982"
2018,,28,18,"$7,546,437"
2018,,32,15,"$14,543,752"
2018,,33,65,"$42,858,046"
2018,,34,20,"$8,095,543"
2018,,35,1,"$423,000"
2018,,39,3,"$714,933"
2018,,41,15,"$5,284,148"
2018,,43,7,"$5,671,962"
2018,,44,2,"$711,138"
2018,,45,33,"$12,837,541"
2018,,47,1,"$1,000,000"
2018,,49,77,"$64,509,885"
2018,,52,152,"$94,779,535"
2018,,53,1,"$713,991"
2018,,Total,803,"$491,036,885"
2018,,Summary for Colorado by Congressional District,,
2018,,Congressional District,Awards,Funding
2018,,1,19,"$12,769,615"
2018,,2,22,"$4,567,160"
2018,,4,33,"$11,332,897"
2018,,6,61,"$20,118,375"
2018,,Total,135,"$48,788,047"
2018,,Summary for Connecticut by Congressional District,,
2018,,Congressional District,Awards,Funding
2018,,2,8,"$2,518,689"
2018,,3,97,"$43,342,209"
2018,,5,14,"$5,173,346"
2018,,Total,119,"$51,034,244"
2018,,Summary for Delaware by Congressional District,,
2018,,Congressional District,Awards,Funding
2018,,At-Large,2,"$127,652"
2018,,Total,2,"$127,652"
2018,,Summary for District Of Columbia by Congressional District,,
2018,,Congressional District,Awards,Funding
2018,,98,35,"$21,322,050"
2018,,Total,35,"$21,322,050"
2018,,Summary for Florida by Congressional District,,
2018,,Congressional District,Awards,Funding
2018,,3,54,"$24,895,651"
2018,,5,1,"$670,880"
2018,,7,6,"$1,578,606"
2018,,14,13,"$5,047,711"
2018,,18,14,"$8,997,199"
2018,,21,3,"$2,968,608"
2018,,22,1,"$223,313"
2018,,26,4,"$1,440,282"
2018,,27,24,"$13,342,608"
2018,,43,1,"$1,494,366"
2018,,Total,121,"$60,659,224"
2018,,Summary for Georgia by Congressional District,,
2018,,Congressional District,Awards,Funding
2018,,2,1,"$462,658"
2018,,5,144,"$105,547,541"
2018,,7,1,"$225,000"
2018,,10,36,"$13,652,910"
2018,,11,3,"$1,599,820"
2018,,12,2,"$370,000"
2018,,Total,187,"$121,857,929"
2018,,Summary for Hawaii by Congressional District,,
2018,,Congressional District,Awards,Funding
2018,,1,9,"$15,718,748"
2018,,Total,9,"$15,718,748"
2018,,Summary for Idaho by Congressional District,,
2018,,Congressional District,Awards,Funding
2018,,1,3,"$1,218,007"
2018,,2,1,"$72,916"
2018,,Total,4,"$1,290,923"
2018,,Summary for Illinois by Congressional District,,
2018,,Congressional District,Awards,Funding
2018,,1,50,"$22,719,087"
2018,,7,112,"$60,770,582"
2018,,9,2,"$270,437"
2018,,10,2,"$582,242"
2018,,11,2,"$621,690"
2018,,12,2,"$626,875"
2018,,13,15,"$6,816,980"
2018,,Total,185,"$92,407,893"
2018,,Summary for Indiana by Congressional District,,
2018,,Congressional District,Awards,Funding
2018,,2,18,"$10,656,314"
2018,,4,16,"$7,001,371"
2018,,7,33,"$14,387,410"
2018,,9,8,"$1,495,306"
2018,,Total,75,"$33,540,401"
2018,,Summary for Iowa by Congressional District,,
2018,,Congressional District,Awards,Funding
2018,,2,50,"$17,734,611"
2018,,4,10,"$3,454,692"
2018,,Total,60,"$21,189,303"
2018,,Summary for Kansas by Congressional District,,
2018,,Congressional District,Awards,Funding
2018,,1,13,"$4,729,992"
2018,,2,12,"$5,618,154"
2018,,3,4,"$1,322,261"
2018,,Total,29,"$11,670,407"
2018,,Summary for Kentucky by Congressional District,,
2018,,Congressional District,Awards,Funding
2018,,3,17,"$7,699,444"
2018,,6,25,"$7,605,898"
2018,,Total,42,"$15,305,342"
2018,,Summary for Louisiana by Congressional District,,
2018,,Congressional District,Awards,Funding
2018,,1,26,"$17,088,128"
2018,,2,4,"$1,196,195"
2018,,3,2,"$1,815,149"
2018,,4,4,"$1,160,000"
2018,,6,15,"$4,572,232"
2018,,Total,51,"$25,831,704"
2018,,Summary for Maine by Congressional District,,
2018,,Congressional District,Awards,Funding
2018,,1,1,"$419,261"
2018,,2,6,"$2,718,674"
2018,,Total,7,"$3,137,935"
2018,,Summary for Maryland by Congressional District,,
2018,,Congressional District,Awards,Funding
2018,,2,3,"$2,140,908"
2018,,3,4,"$1,785,487"
2018,,5,23,"$9,472,456"
2018,,6,35,"$30,107,140"
2018,,7,221,"$169,054,267"
2018,,8,90,"$120,357,573"
2018,,Total,376,"$332,917,831"
2018,,Summary for Massachusetts by Congressional District,,
2018,,Congressional District,Awards,Funding
2018,,2,69,"$34,161,738"
2018,,3,5,"$1,575,511"
2018,,4,11,"$5,698,759"
2018,,5,19,"$10,721,857"
2018,,6,1,"$885,378"
2018,,7,369,"$332,116,041"
2018,,8,85,"$47,994,302"
2018,,Total,559,"$433,153,586"
2018,,Summary for Michigan by Congressional District,,
2018,,Congressional District,Awards,Funding
2018,,3,1,"$475,000"
2018,,6,2,"$604,000"
2018,,8,13,"$6,036,667"
2018,,12,81,"$31,291,935"
2018,,13,9,"$2,976,971"
2018,,Total,106,"$41,384,573"
2018,,Summary for Minnesota by Congressional District,,
2018,,Congressional District,Awards,Funding
2018,,1,25,"$11,042,152"
2018,,3,1,"$1,773,102"
2018,,4,2,"$1,485,418"
2018,,5,56,"$21,146,232"
2018,,8,1,"$441,438"
2018,,Total,85,"$35,888,342"
2018,,Summary for Mississippi by Congressional District,,
2018,,Congressional District,Awards,Funding
2018,,1,1,"$587,839"
2018,,3,3,"$908,269"
2018,,Total,4,"$1,496,108"
2018,,Summary for Missouri by Congressional District,,
2018,,Congressional District,Awards,Funding
2018,,1,123,"$62,751,148"
2018,,2,2,"$521,554"
2018,,4,15,"$4,322,664"
2018,,5,2,"$1,385,285"
2018,,Total,142,"$68,980,651"
2018,,Summary for Montana by Congressional District,,
2018,,Congressional District,Awards,Funding
2018,,At-Large,21,"$18,305,721"
2018,,Total,21,"$18,305,721"
2018,,Summary for Nebraska by Congressional District,,
2018,,Congressional District,Awards,Funding
2018,,1,5,"$1,267,892"
2018,,2,26,"$11,343,990"
2018,,Total,31,"$12,611,882"
2018,,Summary for Nevada by Congressional District,,
2018,,Congressional District,Awards,Funding
2018,,2,6,"$1,813,329"
2018,,3,1,"$639,084"
2018,,Total,7,"$2,452,413"
2018,,Summary for New Hampshire by Congressional District,,
2018,,Congressional District,Awards,Funding
2018,,1,1,"$75,250"
2018,,2,33,"$12,655,105"
2018,,Total,34,"$12,730,355"
2018,,Summary for New Jersey by Congressional District,,
2018,,Congressional District,Awards,Funding
2018,,1,1,"$402,500"
2018,,5,1,"$261,525"
2018,,6,15,"$4,894,649"
2018,,7,1,"$999,998"
2018,,10,36,"$23,009,151"
2018,,12,7,"$6,212,836"
2018,,Total,61,"$35,780,659"
2018,,Summary for New Mexico by Congressional District,,
2018,,Congressional District,Awards,Funding
2018,,1,15,"$6,268,395"
2018,,2,1,"$148,000"
2018,,3,5,"$2,678,902"
2018,,Total,21,"$9,095,297"
2018,,Summary for New York by Congressional District,,
2018,,Congressional District,Awards,Funding
2018,,1,27,"$9,841,587"
2018,,2,1,"$279,546"
2018,,3,10,"$7,283,277"
2018,,7,1,"$299,787"
2018,,9,5,"$3,334,838"
2018,,10,7,"$9,466,851"
2018,,12,178,"$103,492,860"
2018,,13,128,"$108,224,223"
2018,,14,47,"$28,182,802"
2018,,17,2,"$1,162,999"
2018,,20,29,"$9,924,397"
2018,,22,3,"$840,295"
2018,,23,34,"$12,755,720"
2018,,24,6,"$2,000,466"
2018,,25,51,"$29,898,656"
2018,,26,24,"$12,462,562"
2018,,Total,553,"$339,450,866"
2018,,Summary for North Carolina by Congressional District,,
2018,,Congressional District,Awards,Funding
2018,,1,111,"$195,777,140"
2018,,3,11,"$32,351,748"
2018,,4,131,"$102,914,133"
2018,,5,11,"$2,974,013"
2018,,6,1,"$221,507"
2018,,12,2,"$800,820"
2018,,13,1,"$224,998"
2018,,Total,268,"$335,264,359"
2018,,Summary for North Dakota by Congressional District,,
2018,,Congressional District,Awards,Funding
2018,,At-Large,7,"$1,784,426"
2018,,Total,7,"$1,784,426"
2018,,Summary for Ohio by Congressional District,,
2018,,Congressional District,Awards,Funding
2018,,1,47,"$19,020,349"
2018,,2,1,"$292,594"
2018,,3,68,"$35,854,674"
2018,,7,2,"$745,000"
2018,,9,3,"$1,036,883"
2018,,11,37,"$24,523,141"
2018,,12,1,"$1,230,698"
2018,,15,2,"$264,250"
2018,,16,4,"$3,339,995"
2018,,Total,165,"$86,307,584"
2018,,Summary for Oklahoma by Congressional District,,
2018,,Congressional District,Awards,Funding
2018,,3,3,"$626,172"
2018,,4,4,"$2,802,735"
2018,,5,17,"$9,655,477"
2018,,Total,24,"$13,084,384"
2018,,Summary for Oregon by Congressional District,,
2018,,Congressional District,Awards,Funding
2018,,1,6,"$4,646,727"
2018,,2,1,"$242,883"
2018,,3,38,"$21,630,818"
2018,,4,5,"$1,757,478"
2018,,Total,50,"$28,277,906"
2018,,Summary for Pennsylvania by Congressional District,,
2018,,Congressional District,Awards,Funding
2018,,1,28,"$13,522,046"
2018,,2,155,"$86,166,407"
2018,,5,23,"$9,150,970"
2018,,6,11,"$17,105,061"
2018,,8,8,"$4,365,532"
2018,,10,1,"$133,604"
2018,,13,6,"$4,407,510"
2018,,14,116,"$89,433,273"
2018,,15,12,"$5,186,065"
2018,,16,1,"$222,842"
2018,,Total,361,"$229,693,310"
2018,,Summary for Rhode Island by Congressional District,,
2018,,Congressional District,Awards,Funding
2018,,1,25,"$10,590,619"
2018,,2,19,"$3,812,859"
2018,,Total,44,"$14,403,478"
2018,,Summary for South Carolina by Congressional District,,
2018,,Congressional District,Awards,Funding
2018,,3,2,"$297,158"
2018,,6,27,"$12,051,120"
2018,,Total,29,"$12,348,278"
2018,,Summary for South Dakota by Congressional District,,
2018,,Congressional District,Awards,Funding
2018,,At-Large,4,"$1,339,985"
2018,,Total,4,"$1,339,985"
2018,,Summary for Tennessee by Congressional District,,
2018,,Congressional District,Awards,Funding
2018,,1,6,"$2,983,447"
2018,,2,2,"$571,204"
2018,,5,82,"$41,292,030"
2018,,6,1,"$392,400"
2018,,9,51,"$40,891,309"
2018,,Total,142,"$86,130,390"
2018,,Summary for Texas by Congressional District,,
2018,,Congressional District,Awards,Funding
2018,,1,3,"$765,038"
2018,,2,2,"$691,208"
2018,,7,2,"$1,761,788"
2018,,9,93,"$39,455,477"
2018,,10,23,"$7,177,281"
2018,,12,3,"$563,575"
2018,,14,63,"$47,021,975"
2018,,15,1,"$365,146"
2018,,16,2,"$1,410,102"
2018,,17,29,"$11,546,651"
2018,,18,7,"$3,158,278"
2018,,19,7,"$2,005,681"
2018,,20,6,"$2,362,289"
2018,,21,32,"$8,610,311"
2018,,23,9,"$10,365,511"
2018,,26,1,"$727,134"
2018,,30,37,"$14,726,250"
2018,,31,1,"$599,924"
2018,,32,3,"$877,307"
2018,,Total,324,"$154,190,926"
2018,,Summary for Utah by Congressional District,,
2018,,Congressional District,Awards,Funding
2018,,1,11,"$3,405,039"
2018,,2,29,"$13,231,766"
2018,,3,3,"$1,980,166"
2018,,4,1,"$4,250,127"
2018,,Total,44,"$22,867,098"
2018,,Summary for Vermont by Congressional District,,
2018,,Congressional District,Awards,Funding
2018,,At-Large,11,"$3,109,098"
2018,,Total,11,"$3,109,098"
2018,,Summary for Virginia by Congressional District,,
2018,,Congressional District,Awards,Funding
2018,,1,9,"$16,226,097"
2018,,3,4,"$1,256,500"
2018,,4,15,"$5,723,200"
2018,,5,42,"$14,416,420"
2018,,6,3,"$2,099,750"
2018,,8,11,"$8,839,360"
2018,,9,16,"$4,454,024"
2018,,11,3,"$1,813,140"
2018,,Total,103,"$54,828,491"
2018,,Summary for Washington by Congressional District,,
2018,,Congressional District,Awards,Funding
2018,,5,21,"$6,508,558"
2018,,6,3,"$6,346,685"
2018,,7,273,"$313,363,295"
2018,,8,1,"$304,057"
2018,,9,3,"$1,875,294"
2018,,Total,301,"$328,397,889"
2018,,Summary for West Virginia by Congressional District,,
2018,,Congressional District,Awards,Funding
2018,,1,1,"$266,202"
2018,,Total,1,"$266,202"
2018,,Summary for Wisconsin by Congressional District,,
2018,,Congressional District,Awards,Funding
2018,,2,65,"$49,557,136"
2018,,4,4,"$1,294,829"
2018,,5,21,"$8,115,126"
2018,,Total,90,"$58,967,091"
2018,,Summary for Wyoming by Congressional District,,
2018,,Congressional District,Awards,Funding
2018,,At-Large,2,"$949,963"
2018,,Total,2,"$949,963"
,,,,
2017,,Summary for Alabama by Congressional District,,
2017,,Congressional District,Awards,Funding
2017,,1,1,"$227,250"
2017,,6,1,"$501,326"
2017,,7,79,"$55,907,053"
2017,,Total,81,"$56,635,629"
2017,,Summary for Alaska by Congressional District,,
2017,,Congressional District,Awards,Funding
2017,,At-Large,1,"$328,671"
2017,,Total,1,"$328,671"
2017,,Summary for Arizona by Congressional District,,
2017,,Congressional District,Awards,Funding
2017,,1,1,"$259,815"
2017,,3,22,"$10,499,553"
2017,,7,1,"$185,894"
2017,,9,11,"$3,210,165"
2017,,Total,35,"$14,155,427"
2017,,Summary for Arkansas by Congressional District,,
2017,,Congressional District,Awards,Funding
2017,,2,10,"$3,119,407"
2017,,Total,10,"$3,119,407"
2017,,Summary for California by Congressional District,,
2017,,Congressional District,Awards,Funding
2017,,2,1,"$691,583"
2017,,3,38,"$18,937,843"
2017,,5,2,"$357,500"
2017,,6,4,"$6,654,426"
2017,,12,140,"$89,310,613"
2017,,13,41,"$22,986,102"
2017,,14,5,"$2,423,229"
2017,,15,5,"$2,093,520"
2017,,16,2,"$779,564"
2017,,17,3,"$2,601,252"
2017,,18,133,"$94,721,579"
2017,,20,9,"$3,822,397"
2017,,22,1,"$149,928"
2017,,24,5,"$1,527,610"
2017,,27,6,"$7,844,406"
2017,,28,18,"$7,625,290"
2017,,29,10,"$4,699,907"
2017,,32,11,"$8,951,460"
2017,,33,67,"$39,843,677"
2017,,35,1,"$429,000"
2017,,37,17,"$7,612,506"
2017,,39,2,"$543,913"
2017,,41,7,"$2,638,512"
2017,,43,6,"$4,156,872"
2017,,44,4,"$2,267,489"
2017,,45,36,"$14,123,237"
2017,,46,2,"$1,149,265"
2017,,49,160,"$106,409,545"
2017,,52,55,"$32,456,023"
2017,,53,2,"$300,521"
2017,,Total,793,"$488,108,769"
2017,,Summary for Colorado by Congressional District,,
2017,,Congressional District,Awards,Funding
2017,,1,20,"$12,055,093"
2017,,2,62,"$15,743,507"
2017,,4,1,"$300,000"
2017,,6,57,"$18,083,227"
2017,,Total,140,"$46,181,827"
2017,,Summary for Connecticut by Congressional District,,
2017,,Congressional District,Awards,Funding
2017,,1,1,"$299,997"
2017,,2,10,"$3,266,821"
2017,,3,101,"$44,592,422"
2017,,5,9,"$5,711,077"
2017,,Total,121,"$53,870,317"
2017,,Summary for Delaware by Congressional District,,
2017,,Congressional District,Awards,Funding
2017,,At-Large,2,"$421,473"
2017,,Total,2,"$421,473"
2017,,Summary for District Of Columbia by Congressional District,,
2017,,Congressional District,Awards,Funding
2017,,98,38,"$28,074,322"
2017,,Total,38,"$28,074,322"
2017,,Summary for Florida by Congressional District,,
2017,,Congressional District,Awards,Funding
2017,,2,2,"$807,280"
2017,,3,54,"$20,024,223"
2017,,7,9,"$2,251,132"
2017,,15,12,"$4,984,800"
2017,,18,16,"$7,292,571"
2017,,21,5,"$1,962,318"
2017,,22,4,"$3,181,673"
2017,,23,1,"$126,110"
2017,,24,1,"$224,563"
2017,,27,25,"$14,894,942"
2017,,Total,129,"$55,749,612"
2017,,Summary for Georgia by Congressional District,,
2017,,Congressional District,Awards,Funding
2017,,5,133,"$96,842,575"
2017,,6,1,"$242,611"
2017,,10,39,"$12,906,719"
2017,,11,3,"$1,958,159"
2017,,12,3,"$562,601"
2017,,Total,179,"$112,512,665"
2017,,Summary for Hawaii by Congressional District,,
2017,,Congressional District,Awards,Funding
2017,,1,11,"$5,400,996"
2017,,Total,11,"$5,400,996"
2017,,Summary for Illinois by Congressional District,,
2017,,Congressional District,Awards,Funding
2017,,1,50,"$18,200,542"
2017,,6,1,"$186,244"
2017,,7,128,"$63,782,003"
2017,,9,1,"$185,869"
2017,,10,2,"$621,322"
2017,,11,1,"$43,528"
2017,,12,1,"$221,250"
2017,,13,13,"$3,332,965"
2017,,Total,197,"$86,573,723"
2017,,Summary for Indiana by Congressional District,,
2017,,Congressional District,Awards,Funding
2017,,2,21,"$10,242,574"
2017,,4,14,"$6,968,553"
2017,,6,1,"$441,234"
2017,,7,35,"$15,940,835"
2017,,9,10,"$2,555,950"
2017,,Total,81,"$36,149,146"
2017,,Summary for Iowa by Congressional District,,
2017,,Congressional District,Awards,Funding
2017,,2,40,"$14,914,366"
2017,,4,13,"$3,817,140"
2017,,Total,53,"$18,731,506"
2017,,Summary for Kansas by Congressional District,,
2017,,Congressional District,Awards,Funding
2017,,1,11,"$3,374,214"
2017,,2,11,"$3,656,580"
2017,,3,3,"$951,250"
2017,,Total,25,"$7,982,044"
2017,,Summary for Kentucky by Congressional District,,
2017,,Congressional District,Awards,Funding
2017,,3,16,"$8,927,232"
2017,,6,23,"$5,763,388"
2017,,Total,39,"$14,690,620"
2017,,Summary for Louisiana by Congressional District,,
2017,,Congressional District,Awards,Funding
2017,,1,31,"$19,275,752"
2017,,2,6,"$1,959,511"
2017,,3,1,"$1,590,807"
2017,,4,4,"$1,160,000"
2017,,6,10,"$2,333,143"
2017,,Total,52,"$26,319,213"
2017,,Summary for Maine by Congressional District,,
2017,,Congressional District,Awards,Funding
2017,,2,3,"$1,390,244"
2017,,Total,3,"$1,390,244"
2017,,Summary for Maryland by Congressional District,,
2017,,Congressional District,Awards,Funding
2017,,2,5,"$9,535,557"
2017,,3,4,"$6,645,892"
2017,,5,24,"$10,515,414"
2017,,6,46,"$56,751,468"
2017,,7,227,"$177,850,251"
2017,,8,86,"$117,149,597"
2017,,Total,392,"$378,448,179"
2017,,Summary for Massachusetts by Congressional District,,
2017,,Congressional District,Awards,Funding
2017,,1,1,"$691,508"
2017,,2,67,"$34,816,398"
2017,,3,1,"$983,964"
2017,,4,11,"$5,032,009"
2017,,5,18,"$10,199,559"
2017,,6,1,"$879,278"
2017,,7,369,"$319,006,306"
2017,,8,90,"$43,229,751"
2017,,Total,558,"$414,838,773"
2017,,Summary for Michigan by Congressional District,,
2017,,Congressional District,Awards,Funding
2017,,1,1,"$70,133"
2017,,3,1,"$304,618"
2017,,6,4,"$967,155"
2017,,8,14,"$6,201,562"
2017,,12,66,"$39,596,342"
2017,,13,9,"$3,322,560"
2017,,Total,95,"$50,462,370"
2017,,Summary for Minnesota by Congressional District,,
2017,,Congressional District,Awards,Funding
2017,,1,24,"$9,788,879"
2017,,3,1,"$192,500"
2017,,4,1,"$1,000,000"
2017,,5,50,"$22,628,033"
2017,,Total,76,"$33,609,412"
2017,,Summary for Mississippi by Congressional District,,
2017,,Congressional District,Awards,Funding
2017,,1,1,"$580,539"
2017,,3,2,"$452,038"
2017,,4,2,"$661,942"
2017,,Total,5,"$1,694,519"
2017,,Summary for Missouri by Congressional District,,
2017,,Congressional District,Awards,Funding
2017,,1,117,"$56,394,384"
2017,,2,2,"$1,172,750"
2017,,4,13,"$4,839,060"
2017,,5,3,"$1,529,490"
2017,,Total,135,"$63,935,684"
2017,,Summary for Montana by Congressional District,,
2017,,Congressional District,Awards,Funding
2017,,At-Large,11,"$5,731,512"
2017,,Total,11,"$5,731,512"
2017,,Summary for Nebraska by Congressional District,,
2017,,Congressional District,Awards,Funding
2017,,1,6,"$1,732,229"
2017,,2,15,"$8,417,048"
2017,,Total,21,"$10,149,277"
2017,,Summary for Nevada by Congressional District,,
2017,,Congressional District,Awards,Funding
2017,,2,5,"$1,880,863"
2017,,3,3,"$1,190,270"
2017,,Total,8,"$3,071,133"
2017,,Summary for New Hampshire by Congressional District,,
2017,,Congressional District,Awards,Funding
2017,,2,29,"$11,637,029"
2017,,Total,29,"$11,637,029"
2017,,Summary for New Jersey by Congressional District,,
2017,,Congressional District,Awards,Funding
2017,,3,1,"$191,220"
2017,,6,15,"$5,428,182"
2017,,7,2,"$990,879"
2017,,10,31,"$19,982,153"
2017,,12,10,"$8,685,646"
2017,,Total,59,"$35,278,080"
2017,,Summary for New Mexico by Congressional District,,
2017,,Congressional District,Awards,Funding
2017,,1,18,"$7,149,021"
2017,,2,2,"$464,880"
2017,,3,5,"$2,681,376"
2017,,Total,25,"$10,295,277"
2017,,Summary for New York by Congressional District,,
2017,,Congressional District,Awards,Funding
2017,,1,29,"$10,312,198"
2017,,3,8,"$6,760,430"
2017,,4,1,"$310,934"
2017,,7,1,"$749,718"
2017,,9,3,"$3,133,588"
2017,,10,10,"$7,852,924"
2017,,12,167,"$87,313,883"
2017,,13,114,"$96,781,513"
2017,,14,42,"$26,680,451"
2017,,17,2,"$394,302"
2017,,20,24,"$9,625,586"
2017,,22,4,"$987,765"
2017,,23,26,"$11,574,459"
2017,,24,6,"$1,461,500"
2017,,25,38,"$23,477,846"
2017,,26,25,"$10,013,226"
2017,,27,1,"$459,223"
2017,,Total,501,"$297,889,546"
2017,,Summary for North Carolina by Congressional District,,
2017,,Congressional District,Awards,Funding
2017,,1,117,"$152,073,474"
